t,x,y,z,x_ref,y_ref,z_ref,vx,vy,vz,roll,pitch,yaw,roll_ref,pitch_ref,yaw_ref,acc_x_cmd,acc_y_cmd,acc_z_cmd,thrust_total,tau_x,tau_y,tau_z,f1,f2,f3,f4
0.3900000000000002,2.3666155042266304e-05,2.0280503147520607e-06,0.0428169293194572,0.0,0.0,0.0,-6.078817859075047e-06,-5.11835423968508e-07,0.02178745089245097,3.0254567534415102e-06,-3.5543856747705795e-05,1.734518005323607e-08,-3.8390581941266896e-08,6.172416745971495e-07,0.0,6.055140827798037e-06,3.766116088438283e-07,-0.27982598550736126,0.25731469855502015,3.0877742145466958e-09,-3.664748059950519e-08,-1.211459059017696e-11,0.06432898079933588,0.06432893228556802,0.06432836948772337,0.06432841598239288
0.4000000000000002,2.359201545352118e-05,2.0217938103608734e-06,0.04302080848103288,0.0,0.0,0.0,-8.660947863103934e-06,-7.3200291274405e-07,0.018988414675018054,2.5462484363877812e-06,-2.9882496599374147e-05,1.6686920688683013e-08,-1.3999072247761421e-07,1.8085067763301367e-06,0.0,1.7741451475798643e-05,1.3733089875053955e-06,-0.2695472968647202,0.25759222310049784,4.581420619803271e-09,-5.43132758340805e-08,-1.11330132532299e-11,0.06439850927512657,0.06439843786398135,0.06439760320287342,0.0643976727585165
0.4100000000000002,2.349466030704145e-05,2.013556222655204e-06,0.04319721215907578,0.0,0.0,0.0,-1.0724854575783863e-05,-9.082986850874234e-07,0.01629234893573821,2.076425599446335e-06,-2.4332665352061875e-05,1.598678652114743e-08,-2.2165807047614282e-07,2.7641846396218226e-06,0.0,2.711665131469008e-05,2.1744656713709612e-06,-0.25955685045879384,0.25786196511450576,5.87672734898093e-09,-6.962958055040683e-08,-1.0133307264144907e-11,0.06446607251860063,0.06446598126296842,0.06446491088309449,0.06446500044984223
0.4200000000000002,2.3379175674150998e-05,2.0037681606322926e-06,0.04334715549358439,0.0,0.0,0.0,-1.229087532094555e-05,-1.0424378119220502e-06,0.013696341194738181,1.6226177530515338e-06,-1.8972780368052462e-05,1.5247808971894183e-08,-2.8413765556050443e-07,3.493137700052913e-06,0.0,3.4267680837519076e-05,2.7873904010485485e-06,-0.24984756450008244,0.25812411580529554,6.968048327115611e-09,-8.252992580406396e-08,-9.119036083810223e-12,0.06453171777723855,0.06453160981657542,0.06453034088532886,0.0645304473261527
0.4300000000000002,2.3250412360606167e-05,1.992840385600282e-06,0.04347162486781123,0.0,0.0,0.0,-1.3385570358933343e-05,-1.1366616299927894e-06,0.011197552549128669,1.190646905058376e-06,-1.3871692575690326e-05,1.4473227290363036e-08,-3.284178357438618e-07,4.007104535234913e-06,0.0,3.9309695490654494e-05,3.2217789686472845e-06,-0.24041252210166525,0.2583788619282973,7.853722742161448e-09,-9.29950190171411e-08,-8.093887954054303e-12,0.06459549157887162,0.06459537007787727,0.06459394005976765,0.06459406021178074
0.4400000000000002,2.311292837620909e-05,1.9811589452383447e-06,0.04357157863480026,0.0,0.0,0.0,-1.4040779431981315e-05,-1.1936580870495845e-06,0.008793215828555748,7.85495114373876e-07,-9.088303903615906e-06,1.3666443640894258e-08,-3.55694229739725e-07,4.320272365476833e-06,0.0,4.2381871905327736e-05,3.4893603937467025e-06,-0.23124496717082416,0.2586263858971485,8.535761641819838e-09,-1.0104902877916786e-07,-7.061623740015219e-12,0.06465743972844774,0.06465730782056926,0.0646557538085951,0.06465588453953637
0.45000000000000023,2.2970940924646766e-05,1.9690811115047847e-06,0.04364794782574551,0.0,0.0,0.0,-1.4292664233487152e-05,-1.2164808855485882e-06,0.006480633803799505,4.112892459803082e-07,-4.6713883509787705e-06,1.2830976396833958e-08,-3.6733302028940897e-07,4.448842224109082e-06,0.0,4.3643142218510096e-05,3.603536929039102e-06,-0.22233830043105282,0.25886686589120794,9.01949929559647e-09,-1.0675545274482229e-07,-6.02603166273634e-12,0.06471760730044078,0.06471746803674387,0.06471582614733247,0.06471596440669082
0.46000000000000024,2.282828796407725e-05,1.956932126784554e-06,0.04370163684069175,0.0,0.0,0.0,-1.4180754602687966e-05,-1.2084689287644014e-06,0.004257177446447836,7.130171100077013e-08,-6.596022730058583e-07,1.1970414230489312e-08,-3.6483431794031394e-07,4.410594958657116e-06,0.0,4.326793654442631e-05,3.57902465899448e-06,-0.2136860755689042,0.2591004759596966,9.313218150951812e-09,-1.1021267328309118e-07,-4.990876205841836e-12,0.06477603862781142,0.06477589493162586,0.0647741997679432,0.06477434263231611
0.47000000000000025,2.2688399218638907e-05,1.945002748275671e-06,0.04373352412207824,0.0,0.0,0.0,-1.3747014684701521e-05,-1.173167441469757e-06,0.002120284237764225,-2.3203419042133446e-07,2.9183325020426837e-06,1.1088373125798152e-08,-3.4979621567298875e-07,4.224465523382449e-06,0.0,4.144200678438183e-05,3.4315008757520196e-06,-0.205281995500409,0.25932738612260026,9.427755922419586e-09,-1.1154930199426884e-07,-3.959854801268766e-12,0.0648327772883972,0.06483263191601052,0.0648309161028908,0.06483106081530174
0.48000000000000026,2.2554276367106552e-05,1.933547567605218e-06,0.043744462811608764,0.0,0.0,0.0,-1.3034943585729008e-05,-1.1142519930461704e-06,6.745652495414268e-05,-4.970958343354009e-07,6.043290630393153e-06,1.0188457925827377e-08,-3.238800998453425e-07,3.910132253352155e-06,0.0,3.835839740538464e-05,3.1772637794828097e-06,-0.197119908752056,0.2595477624684661,9.376102924121638e-09,-1.1091940914084696e-07,-2.9365615721166268e-12,0.06488786608956605,0.06488772159711532,0.06488601538938044,0.0648861593924043
